race_id,url,table_index,table_type,row_count,assigned_parser,detector_score
475330,https://ca.milesplit.com/meets/248189-central-park-invitational-2016/results/475330/formatted/,1,individual,123,katie_fallback,
475330,https://ca.milesplit.com/meets/248189-central-park-invitational-2016/results/475330/formatted/,2,team,17,katie_fallback,
475329,https://ca.milesplit.com/meets/248189-central-park-invitational-2016/results/475329/formatted/,1,individual,103,katie_fallback,
475329,https://ca.milesplit.com/meets/248189-central-park-invitational-2016/results/475329/formatted/,2,team,14,katie_fallback,
475740,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475740/formatted/,1,individual,73,katie_fallback,
475740,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475740/formatted/,2,team,6,katie_fallback,
475740,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475740/formatted/,3,individual,1,katie_fallback,
475743,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475743/formatted/,1,individual,35,katie_fallback,
475743,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475743/formatted/,2,team,2,katie_fallback,
475739,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475739/formatted/,1,individual,29,katie_fallback,
475739,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475739/formatted/,2,team,2,katie_fallback,
475742,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475742/formatted/,1,individual,26,katie_fallback,
475742,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475742/formatted/,2,team,3,katie_fallback,
475738,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475738/formatted/,1,individual,53,katie_fallback,
475738,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475738/formatted/,2,team,7,katie_fallback,
475741,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475741/formatted/,1,individual,43,katie_fallback,
475741,https://ca.milesplit.com/meets/248261-madera-invitational-2016/results/475741/formatted/,2,team,6,katie_fallback,
477100,https://ca.milesplit.com/meets/254097-coastal-league-meet-2-2016/results/477100/formatted/,1,individual,61,katie_fallback,
477100,https://ca.milesplit.com/meets/254097-coastal-league-meet-2-2016/results/477100/formatted/,2,team,5,katie_fallback,
477101,https://ca.milesplit.com/meets/254097-coastal-league-meet-2-2016/results/477101/formatted/,1,individual,37,katie_fallback,
477101,https://ca.milesplit.com/meets/254097-coastal-league-meet-2-2016/results/477101/formatted/,2,team,4,katie_fallback,
477094,https://ca.milesplit.com/meets/254092-cross-valley-meet-2-2016/results/477094/formatted/,1,individual,59,katie_fallback,
